# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
π     - the prime counting function π(n), the number of primes less than or equal to n
π~    - an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
R     - the Riemann R function R(n)
Li    - the logarithmic integral Li(n)
θ     - the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
ψ     - the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
Λ     - the von Mangoldt function of n, Λ(n)
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
m*    - the prime residues of n modulo a set of primes
psym  - the symmetric primes at equal offsets around n
rad   - the radical of n, the product of its unique prime factors
mask  - the mask of prime factors (radical) of n, as a string

```csv
   n, fact,              π,      π~,       R,       Li ,       θ,        ψ,      Λ,   τ,     σ,    φ,    λ,    Dψ,   μ,  ω,  Ω,   λ,    M, m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                               rad, mask
 199, 199,              46,  46.351,  44.392,   50.003,  188.564,  206.146,  5.293,   2,   200,  198,  198,   199,  -1,  1,  1,  -1,  -8,  1,  1,  4,  3,   1,   4,  12,   9,  15,  25,  13, 42 72 132 138 168 180,              199,                                              X
 200,  2³⋅5²,           46,  46.530,  44.572,   50.192,  188.564,  206.146,  0.000,  12,   465,   80,   20,   359,   0,  2,  5,  -1,  -8,  0,  2,  0,  4,   2,   5,  13,  10,  16,  26,  14, 27 33 51 63 69 93 111 117 …,         10, X X
 201,   3⋅67,           46,  46.708,  44.752,   50.381,  188.564,  206.146,  0.000,   4,   272,  132,   66,   272,   1,  2,  2,   1,  -7,  1,  0,  1,  5,   3,   6,  14,  11,  17,  27,  15, 10 22 28 38 50 62 70 92 …,          201,  X                X
 202,    2⋅101,         46,  46.887,  44.931,   50.569,  188.564,  206.146,  0.000,   4,   306,  100,  100,   306,   1,  2,  2,   1,  -6,  0,  1,  2,  6,   4,   7,  15,  12,  18,  28,  16, 9 21 39 75 105 129 135 165 …,       202, X                        X
 203,     7⋅29,         46,  47.065,  45.111,   50.758,  188.564,  206.146,  0.000,   4,   240,  168,   84,   240,   1,  2,  2,   1,  -5,  1,  2,  3,  0,   5,   8,  16,  13,  19,   0,  17, 24 30 36 54 66 90 114 144 …,        203,    X     X
 204,      2²⋅3⋅17,     46,  47.243,  45.290,   50.946,  188.564,  206.146,  0.000,  12,   504,   64,   16,   432,   0,  3,  4,   1,  -5,  0,  0,  4,  1,   6,   9,   0,  14,  20,   1,  18, 7 23 25 37 47 53 65 67 …,           102, XX    X
 205,       5⋅41,       46,  47.421,  45.469,   51.134,  188.564,  206.146,  0.000,   4,   252,  160,   40,   252,   1,  2,  2,   1,  -4,  1,  1,  0,  2,   7,  10,   1,  15,  21,   2,  19, 6 24 66 78 102 108 126 132 …,       205,   X         X
 206,      2⋅103,       46,  47.598,  45.648,   51.321,  188.564,  206.146,  0.000,   4,   312,  102,  102,   312,   1,  2,  2,   1,  -3,  0,  2,  1,  3,   8,  11,   2,  16,  22,   3,  20, 27 33 57 75 105 147 153 177 …,      206, X                         X
 207,     3²⋅23,        46,  47.776,  45.827,   51.509,  188.564,  206.146,  0.000,   6,   312,  132,   66,   288,   0,  2,  3,  -1,  -3,  1,  0,  2,  4,   9,  12,   3,  17,   0,   4,  21, 16 26 34 44 50 56 70 76 …,           69,  X      X
 208,    2⁴⋅13,         46,  47.953,  46.006,   51.696,  188.564,  206.146,  0.000,  10,   434,   96,   12,   336,   0,  2,  5,  -1,  -3,  0,  1,  3,  5,  10,   0,   4,  18,   1,   5,  22, 15 69 99 105 129 141 165 171 …,      26, X    X
 209,   11⋅19,          46,  48.131,  46.184,   51.884,  188.564,  206.146,  0.000,   4,   240,  180,   90,   239,   1,  2,  2,   1,  -2,  1,  2,  4,  6,   0,   1,   5,   0,   2,   6,  23, 18 30 42 60 72 102 108 138 …,       209,     X  X
 210,  2⋅3⋅5⋅7,         46,  48.308,  46.363,   52.071,  188.564,  206.146,  0.000,  16,   576,   48,   12,   575,   1,  4,  4,   1,  -1,  0,  0,  0,  0,   1,   2,   6,   1,   3,   7,  24, 13 17 19 29 31 47 53 59 …,          210, XXXX
 211, 211,              47,  48.485,  46.541,   52.258,  193.915,  211.498,  5.352,   2,   212,  210,  210,   212,  -1,  1,  1,  -1,  -2,  1,  1,  1,  1,   2,   3,   7,   2,   4,   8,  25, 12 18 30 60 72 102 138 168 …,       211,                                               X
 212,  2²⋅53,           47,  48.662,  46.719,   52.445,  193.915,  211.498,  0.000,   6,   378,  104,   52,   324,   0,  2,  3,  -1,  -2,  0,  2,  2,  2,   3,   4,   8,   3,   5,   9,  26, 15 21 39 45 81 99 105 141 …,        106, X              X
 213,   3⋅71,           47,  48.839,  46.897,   52.631,  193.915,  211.498,  0.000,   4,   288,  140,   70,   288,   1,  2,  2,   1,  -1,  1,  0,  3,  3,   4,   5,   9,   4,   6,  10,  27, 14 16 20 50 56 64 100 104 …,        213,  X                 X
 214,    2⋅107,         47,  49.015,  47.075,   52.818,  193.915,  211.498,  0.000,   4,   324,  106,  106,   324,   1,  2,  2,   1,   0,  0,  1,  4,  4,   5,   6,  10,   5,   7,  11,  28, 15 57 63 117 135 153 183 195 …,     214, X                          X
 215,     5⋅43,         47,  49.192,  47.253,   53.004,  193.915,  211.498,  0.000,   4,   264,  168,   84,   264,   1,  2,  2,   1,   1,  1,  2,  0,  5,   6,   7,  11,   6,   8,  12,  29, 18 24 36 42 48 66 78 102 …,         215,   X          X
 216,      2³⋅3³,       47,  49.368,  47.430,   53.190,  193.915,  211.498,  0.000,  16,   600,   72,   18,   432,   0,  2,  6,   1,   1,  0,  0,  1,  6,   7,   8,  12,   7,   9,  13,  30, 17 23 25 35 53 65 67 77 …,            6, XX
 217,       7⋅31,       47,  49.545,  47.608,   53.376,  193.915,  211.498,  0.000,   4,   256,  180,   30,   256,   1,  2,  2,   1,   2,  1,  1,  2,  0,   8,   9,  13,   8,  10,  14,   0, 6 24 54 60 66 90 114 120 …,         217,    X      X
 218,      2⋅109,       47,  49.721,  47.785,   53.562,  193.915,  211.498,  0.000,   4,   330,  108,  108,   330,   1,  2,  2,   1,   3,  0,  2,  3,  1,   9,  10,  14,   9,  11,  15,   1, 21 39 45 51 129 135 165 171 …,      218, X                           X
 219,     3⋅73,         47,  49.897,  47.963,   53.747,  193.915,  211.498,  0.000,   4,   296,  144,   72,   296,   1,  2,  2,   1,   4,  1,  0,  4,  2,  10,  11,  15,  10,  12,  16,   2, 8 20 22 38 52 62 88 92 …,           219,  X                  X
 220,    2²⋅5⋅11,       47,  50.073,  48.140,   53.933,  193.915,  211.498,  0.000,  12,   504,   80,   20,   431,   0,  3,  4,   1,   4,  0,  1,  0,  3,   0,  12,  16,  11,  13,  17,   3, 9 21 57 63 93 111 117 147 …,        110, X X X
 221,   13⋅17,          47,  50.248,  48.317,   54.118,  193.915,  211.498,  0.000,   4,   252,  192,   48,   252,   1,  2,  2,   1,   5,  1,  2,  1,  4,   1,   0,   0,  12,  14,  18,   4, 30 42 48 72 90 132 138 162 …,       221,      XX
 222,  2⋅3⋅37,          47,  50.424,  48.493,   54.303,  193.915,  211.498,  0.000,   8,   456,   72,   36,   456,  -1,  3,  3,  -1,   4,  0,  0,  2,  5,   2,   1,   1,  13,  15,  19,   5, 11 29 41 49 55 59 71 85 …,          222, XX         X
 223, 223,              48,  50.599,  48.670,   54.488,  199.323,  216.905,  5.407,   2,   224,  222,  222,   224,  -1,  1,  1,  -1,   3,  1,  1,  3,  6,   3,   2,   2,  14,  16,  20,   6, 60 84 114 126 144 150 156 186 …,    223,                                                X
 224,  2⁵⋅7,            48,  50.775,  48.847,   54.673,  199.323,  216.905,  0.000,  12,   504,   96,   24,   384,   0,  2,  6,   1,   3,  0,  2,  4,  0,   4,   3,   3,  15,  17,  21,   7, 27 33 45 57 87 93 123 135 …,         14, X  X
 225,   3²⋅5²,          48,  50.950,  49.023,   54.858,  199.323,  216.905,  0.000,   9,   403,  120,   60,   359,   0,  2,  4,   1,   3,  1,  0,  0,  1,   5,   4,   4,  16,  18,  22,   8, 2 14 26 32 44 46 52 58 …,            15,  XX
 226,  2⋅113,           48,  51.125,  49.200,   55.043,  199.323,  216.905,  0.000,   4,   342,  112,  112,   342,   1,  2,  2,   1,   4,  0,  1,  1,  2,   6,   5,   5,  17,  19,  23,   9, 3 15 45 87 123 147 153 183 …,       226, X                            X
 227, 227,              49,  51.300,  49.376,   55.227,  204.747,  222.330,  5.425,   2,   228,  226,  226,   228,  -1,  1,  1,  -1,   3,  1,  2,  2,  3,   7,   6,   6,  18,  20,  24,  10, 30 36 54 90 120 126 156 174 …,      227,                                                 X
 228,  2²⋅3⋅19,         49,  51.475,  49.552,   55.411,  204.747,  222.330,  0.000,  12,   560,   72,   18,   480,   0,  3,  4,   1,   3,  0,  0,  3,  4,   8,   7,   7,   0,  21,  25,  11, 1 5 29 35 49 55 65 79 …,            114, XX     X
 229, 229,              50,  51.650,  49.728,   55.595,  210.181,  227.764,  5.434,   2,   230,  228,  228,   229,  -1,  1,  1,  -1,   2,  1,  1,  4,  5,   9,   8,   8,   1,  22,  26,  12, 48 78 102 120 150 168 192 210,      229,                                                  X
 230,  2⋅5⋅23,          50,  51.824,  49.904,   55.779,  210.181,  227.764,  0.000,   8,   432,   88,   44,   431,  -1,  3,  3,  -1,   1,  0,  2,  0,  6,  10,   9,   9,   2,   0,  27,  13, 3 33 39 51 63 81 117 123 …,         230, X X     X
 231,   3⋅7⋅11,         50,  51.999,  50.080,   55.963,  210.181,  227.764,  0.000,   8,   384,  120,   30,   384,  -1,  3,  3,  -1,   0,  1,  0,  1,  0,   0,  10,  10,   3,   1,  28,  14, 2 8 20 32 38 40 50 52 …,            231,  X XX
 232,  2³⋅29,           50,  52.173,  50.255,   56.147,  210.181,  227.764,  0.000,   8,   450,  112,   28,   360,   0,  2,  4,   1,   0,  0,  1,  2,  1,   1,  11,  11,   4,   2,   0,  15, 9 39 51 75 81 105 135 165 …,         58, X        X
 233, 233,              51,  52.347,  50.431,   56.330,  215.632,  233.215,  5.451,   2,   234,  232,  232,   234,  -1,  1,  1,  -1,  -1,  1,  2,  3,  2,   2,  12,  12,   5,   3,   1,  16, 6 36 60 84 120 126 150 186 …,       233,                                                   X
 234,  2⋅3²⋅13,         51,  52.521,  50.606,   56.514,  215.632,  233.215,  0.000,  12,   546,   72,   12,   504,   0,  3,  4,   1,  -1,  0,  0,  4,  3,   3,   0,  13,   6,   4,   2,  17, 5 7 23 35 37 43 77 83 …,             78, XX   X
 235,   5⋅47,           51,  52.695,  50.781,   56.697,  215.632,  233.215,  0.000,   4,   288,  184,   92,   287,   1,  2,  2,   1,   0,  1,  1,  0,  4,   4,   1,  14,   7,   5,   3,  18, 6 36 42 72 78 96 132 138 …,         235,   X           X
 236,    2²⋅59,         51,  52.869,  50.956,   56.880,  215.632,  233.215,  0.000,   6,   420,  116,   58,   360,   0,  2,  3,  -1,   0,  0,  2,  1,  5,   5,   2,  15,   8,   6,   4,  19, 3 45 57 123 147 153 165 183 …,      118, X               X
 237,   3⋅79,           51,  53.043,  51.131,   57.063,  215.632,  233.215,  0.000,   4,   320,  156,   78,   320,   1,  2,  2,   1,   1,  1,  0,  2,  6,   6,   3,  16,   9,   7,   5,  20, 4 14 26 40 44 46 56 70 …,           237,  X                   X
 238,  2⋅7⋅17,          51,  53.217,  51.306,   57.246,  215.632,  233.215,  0.000,   8,   432,   96,   48,   432,  -1,  3,  3,  -1,   0,  0,  1,  3,  0,   7,   4,   0,  10,   8,   6,  21, 39 45 75 99 111 129 135 141 …,      238, X  X  X
 239, 239,              52,  53.390,  51.481,   57.428,  221.109,  238.691,  5.476,   2,   240,  238,  238,   240,  -1,  1,  1,  -1,  -1,  1,  2,  4,  1,   8,   5,   1,  11,   9,   7,  22, 12 42 72 108 150 180 192 210 …,     239,                                                    X
 240,  2⁴⋅3⋅5,          52,  53.564,  51.656,   57.611,  221.109,  238.691,  0.000,  20,   744,   64,    4,   576,   0,  3,  6,   1,  -1,  0,  0,  0,  2,   9,   6,   2,  12,  10,   8,  23, 1 11 17 29 41 43 67 73 …,            30, XXX
 241, 241,              53,  53.737,  51.830,   57.793,  226.594,  244.176,  5.485,   2,   242,  240,  240,   242,  -1,  1,  1,  -1,  -2,  1,  1,  1,  3,  10,   7,   3,  13,  11,   9,  24, 30 42 90 132 138 168 180 198 …,     241,                                                     X
 242,  2⋅11²,           53,  53.910,  52.005,   57.976,  226.594,  244.176,  0.000,   6,   399,  110,  110,   395,   0,  2,  3,  -1,  -2,  0,  2,  2,  4,   0,   8,   4,  14,  12,  10,  25, 9 15 51 69 75 105 111 141 …,         22, X   X
 243,   3⁵,             53,  54.083,  52.179,   58.158,  226.594,  245.274,  1.099,   6,   364,  162,  162,   324,   0,  1,  5,  -1,  -2,  1,  0,  3,  5,   1,   9,   5,  15,  13,  11,  26, 14 20 50 64 70 94 104 106 …,          3,  X
 244,    2²⋅61,         53,  54.256,  52.353,   58.340,  226.594,  245.274,  0.000,   6,   434,  120,   60,   372,   0,  2,  3,  -1,  -2,  0,  1,  4,  6,   2,  10,   6,  16,  14,  12,  27, 33 63 87 93 105 135 165 177 …,      122, X                X
 245,     5⋅7²,         53,  54.429,  52.528,   58.522,  226.594,  245.274,  0.000,   6,   342,  168,   84,   335,   0,  2,  3,  -1,  -2,  1,  2,  0,  0,   3,  11,   7,  17,  15,  13,  28, 6 12 18 48 66 72 108 114 …,          35,   XX
 246,      2⋅3⋅41,      53,  54.602,  52.702,   58.703,  226.594,  245.274,  0.000,   8,   504,   80,   40,   504,  -1,  3,  3,  -1,  -3,  0,  0,  1,  1,   4,  12,   8,  18,  16,  14,  29, 5 17 23 35 47 65 67 107 …,          246, XX          X
 247,     13⋅19,        53,  54.775,  52.875,   58.885,  226.594,  245.274,  0.000,   4,   280,  216,   36,   279,   1,  2,  2,   1,  -2,  1,  1,  2,  2,   5,   0,   9,   0,  17,  15,  30, 24 36 66 84 90 120 150 174 …,       247,      X X
 248,    2³⋅31,         53,  54.947,  53.049,   59.066,  226.594,  245.274,  0.000,   8,   480,  120,   30,   384,   0,  2,  4,   1,  -2,  0,  2,  3,  3,   6,   1,  10,   1,  18,  16,   0, 9 15 21 69 99 111 135 141 …,         62, X         X
 249,   3⋅83,           53,  55.120,  53.223,   59.248,  226.594,  245.274,  0.000,   4,   336,  164,   82,   336,   1,  2,  2,   1,  -1,  1,  0,  4,  4,   7,   2,  11,   2,  19,  17,   1, 8 20 22 58 68 82 98 100 …,          249,  X                    X
 250,  2⋅5³,            53,  55.292,  53.396,   59.429,  226.594,  245.274,  0.000,   8,   468,  100,  100,   449,   0,  2,  4,   1,  -1,  0,  1,  0,  5,   8,   3,  12,   3,  20,  18,   2, 21 27 57 87 99 123 147 171 …,        10, X X
 251, 251,              54,  55.464,  53.570,   59.610,  232.119,  250.800,  5.525,   2,   252,  250,  250,   252,  -1,  1,  1,  -1,  -2,  1,  2,  1,  6,   9,   4,  13,   4,  21,  19,   3, 12 18 60 102 138 150 168 180 …,     251,                                                      X
 252,  2²⋅3²⋅7,         54,  55.636,  53.743,   59.791,  232.119,  250.800,  0.000,  18,   728,   72,    6,   576,   0,  3,  5,  -1,  -2,  0,  0,  2,  0,  10,   5,  14,   5,  22,  20,   4, 11 19 25 29 41 55 59 61 …,           42, XX X
 253,   11⋅23,          54,  55.808,  53.916,   59.971,  232.119,  250.800,  0.000,   4,   288,  220,  110,   287,   1,  2,  2,   1,  -1,  1,  1,  3,  1,   0,   6,  15,   6,   0,  21,   5, 24 30 54 60 96 114 126 144 …,       253,     X   X
 254,    2⋅127,         54,  55.980,  54.090,   60.152,  232.119,  250.800,  0.000,   4,   384,  126,  126,   384,   1,  2,  2,   1,   0,  0,  2,  4,  2,   1,   7,  16,   7,   1,  22,   6, 3 15 27 57 63 105 147 165 …,        254, X                             X
 255,   3⋅5⋅17,         54,  56.152,  54.263,   60.333,  232.119,  250.800,  0.000,   8,   432,  128,   16,   432,  -1,  3,  3,  -1,  -1,  1,  0,  0,  3,   2,   8,   0,   8,   2,  23,   7, 14 16 22 26 28 56 58 62 …,          255,  XX   X
 256,  2⁸,              54,  56.323,  54.435,   60.513,  232.119,  251.493,  0.693,   9,   511,  128,   64,   384,   0,  1,  8,   1,  -1,  0,  1,  1,  4,   3,   9,   1,   9,   3,  24,   8, 15 27 57 75 93 117 153 177 …,         2, X
 257, 257,              55,  56.495,  54.608,   60.693,  237.668,  257.042,  5.549,   2,   258,  256,  256,   258,  -1,  1,  1,  -1,  -2,  1,  2,  2,  5,   4,  10,   2,  10,   4,  25,   9, 6 24 60 90 126 144 174 186 …,       257,                                                       X
 258,  2⋅3⋅43,          55,  56.666,  54.781,   60.873,  237.668,  257.042,  0.000,   8,   528,   84,   42,   528,  -1,  3,  3,  -1,  -3,  0,  0,  3,  6,   5,  11,   3,  11,   5,  26,  10, 19 25 35 59 79 91 95 101 …,         258, XX           X
 259,   7⋅37,           55,  56.838,  54.954,   61.054,  237.668,  257.042,  0.000,   4,   304,  216,   36,   303,   1,  2,  2,   1,  -2,  1,  1,  4,  0,   6,  12,   4,  12,   6,  27,  11, 18 48 78 108 120 150 162 180 …,     259,    X       X
 260,    2²⋅5⋅13,       55,  57.009,  55.126,   61.233,  237.668,  257.042,  0.000,  12,   588,   96,   12,   503,   0,  3,  4,   1,  -2,  0,  2,  0,  1,   7,   0,   5,  13,   7,  28,  12, 3 9 21 33 87 93 123 129 …,          130, X X  X
 261,   3²⋅29,          55,  57.180,  55.298,   61.413,  237.668,  257.042,  0.000,   6,   390,  168,   84,   360,   0,  2,  3,  -1,  -2,  1,  0,  1,  2,   8,   1,   6,  14,   8,   0,  13, 10 20 22 32 50 70 88 98 …,           87,  X       X
 262,  2⋅131,           55,  57.351,  55.471,   61.593,  237.668,  257.042,  0.000,   4,   396,  130,  130,   395,   1,  2,  2,   1,  -1,  0,  1,  2,  3,   9,   2,   7,  15,   9,   1,  14, 21 51 69 105 111 135 159 195 …,     262, X                              X
 263, 263,              56,  57.522,  55.643,   61.772,  243.240,  262.614,  5.572,   2,   264,  262,  262,   264,  -1,  1,  1,  -1,  -2,  1,  2,  3,  4,  10,   3,   8,  16,  10,   2,  15, 6 30 84 90 96 126 156 180 …,        263,                                                        X
 264,  2³⋅3⋅11,         56,  57.693,  55.815,   61.952,  243.240,  262.614,  0.000,  16,   720,   80,   10,   576,   0,  3,  5,  -1,  -2,  0,  0,  4,  5,   0,   4,   9,  17,  11,   3,  16, 7 13 53 67 73 83 85 115 …,           66, XX  X
 265,   5⋅53,           56,  57.864,  55.987,   62.131,  243.240,  262.614,  0.000,   4,   324,  208,   52,   324,   1,  2,  2,   1,  -1,  1,  1,  0,  6,   1,   5,  10,  18,  12,   4,  17, 42 66 72 84 102 108 114 156 …,      265,   X            X
 266,    2⋅7⋅19,        56,  58.034,  56.159,   62.310,  243.240,  262.614,  0.000,   8,   480,  108,   18,   480,  -1,  3,  3,  -1,  -2,  0,  2,  1,  0,   2,   6,  11,   0,  13,   5,  18, 3 15 27 87 93 117 135 153 …,        266, X  X   X
 267,   3⋅89,           56,  58.205,  56.331,   62.489,  243.240,  262.614,  0.000,   4,   360,  176,   88,   360,   1,  2,  2,   1,  -1,  1,  0,  2,  1,   3,   7,  12,   1,  14,   6,  19, 4 10 16 26 40 44 70 86 …,           267,  X                     X
 268,  2²⋅67,           56,  58.375,  56.502,   62.668,  243.240,  262.614,  0.000,   6,   476,  132,   66,   408,   0,  2,  3,  -1,  -1,  0,  1,  3,  2,   4,   8,  13,   2,  15,   7,  20, 39 45 69 105 111 129 141 165 …,     134, X                 X
 269, 269,              57,  58.546,  56.674,   62.847,  248.835,  268.209,  5.595,   2,   270,  268,  268,   270,  -1,  1,  1,  -1,  -2,  1,  2,  4,  3,   5,   9,  14,   3,  16,   8,  21, 12 42 78 90 120 132 162 180 …,      269,                                                         X
 270,  2⋅3³⋅5,          57,  58.716,  56.845,   63.026,  248.835,  268.209,  0.000,  16,   720,   72,   36,   648,   0,  3,  5,  -1,  -2,  0,  0,  0,  4,   6,  10,  15,   4,  17,   9,  22, 1 7 13 37 41 43 47 77 …,             30, XXX
 271, 271,              58,  58.886,  57.017,   63.204,  254.437,  273.811,  5.602,   2,   272,  270,  270,   272,  -1,  1,  1,  -1,  -3,  1,  1,  1,  5,   7,  11,  16,   5,  18,  10,  23, 42 60 78 108 162 168 192 228 …,     271,                                                          X
 272,  2⁴⋅17,           58,  59.056,  57.188,   63.383,  254.437,  273.811,  0.000,  10,   558,  128,   16,   432,   0,  2,  5,  -1,  -3,  0,  2,  2,  6,   8,  12,   0,   6,  19,  11,  24, 9 21 39 45 75 81 159 171 …,          34, X     X
 273,   3⋅7⋅13,         58,  59.226,  57.359,   63.561,  254.437,  273.811,  0.000,   8,   448,  144,   12,   447,  -1,  3,  3,  -1,  -4,  1,  0,  3,  0,   9,   0,   1,   7,  20,  12,  25, 4 10 34 40 44 74 76 80 …,           273,  X X X
 274,    2⋅137,         58,  59.396,  57.530,   63.739,  254.437,  273.811,  0.000,   4,   414,  136,  136,   414,   1,  2,  2,   1,  -3,  0,  1,  4,  1,  10,   1,   2,   8,  21,  13,  26, 3 33 63 75 93 123 135 147 …,        274, X                               X
 275,   5²⋅11,          58,  59.565,  57.701,   63.917,  254.437,  273.811,  0.000,   6,   372,  200,   20,   359,   0,  2,  3,  -1,  -3,  1,  2,  0,  2,   0,   2,   3,   9,  22,  14,  27, 6 18 36 42 78 84 108 126 …,          55,   X X
 276,  2²⋅3⋅23,         58,  59.735,  57.872,   64.095,  254.437,  273.811,  0.000,  12,   672,   88,   22,   576,   0,  3,  4,   1,  -3,  0,  0,  1,  3,   1,   3,   4,  10,   0,  15,  28, 5 7 35 37 77 83 97 103 …,           138, XX      X
 277, 277,              59,  59.905,  58.043,   64.273,  260.061,  279.435,  5.624,   2,   278,  276,  276,   278,  -1,  1,  1,  -1,  -4,  1,  1,  2,  4,   2,   4,   5,  11,   1,  16,  29, 6 36 54 96 120 180 210 246 …,       277,                                                           X
 278,  2⋅139,           59,  60.074,  58.214,   64.451,  260.061,  279.435,  0.000,   4,   420,  138,  138,   420,   1,  2,  2,   1,  -3,  0,  2,  3,  5,   3,   5,   6,  12,   2,  17,  30, 15 39 81 105 111 141 165 171 …,     278, X                                X
 279,   3²⋅31,          59,  60.243,  58.384,   64.629,  260.061,  279.435,  0.000,   6,   416,  180,   30,   383,   0,  2,  3,  -1,  -3,  1,  0,  4,  6,   4,   6,   7,  13,   3,  18,   0, 2 28 38 52 68 80 88 100 …,           93,  X        X
 280,  2³⋅5⋅7,          59,  60.413,  58.555,   64.806,  260.061,  279.435,  0.000,  16,   720,   96,   12,   576,   0,  3,  5,  -1,  -3,  0,  1,  0,  0,   5,   7,   8,  14,   4,  19,   1, 3 51 57 69 87 99 117 129 …,          70, X XX
 281, 281,              60,  60.582,  58.725,   64.983,  265.699,  285.074,  5.638,   2,   282,  280,  280,   282,  -1,  1,  1,  -1,  -4,  1,  2,  1,  1,   6,   8,   9,  15,   5,  20,   2, 12 30 102 108 150 168 180 198 …,    281,                                                            X
 282,  2⋅3⋅47,          60,  60.751,  58.895,   65.161,  265.699,  285.074,  0.000,   8,   576,   92,   46,   576,  -1,  3,  3,  -1,  -5,  0,  0,  2,  2,   7,   9,  10,  16,   6,  21,   3, 1 11 25 31 49 55 71 85 …,           282, XX            X
 283, 283,              61,  60.920,  59.066,   65.338,  271.345,  290.719,  5.645,   2,   284,  282,  282,   284,  -1,  1,  1,  -1,  -6,  1,  1,  3,  3,   8,  10,  11,  17,   7,  22,   4, 54 84 90 126 156 174 180 204 …,     283,                                                             X
 284,  2²⋅71,           61,  61.089,  59.236,   65.515,  271.345,  290.719,  0.000,   6,   504,  140,   70,   432,   0,  2,  3,  -1,  -6,  0,  2,  4,  4,   9,  11,  12,  18,   8,  23,   5, 27 33 105 117 135 147 177 183 …,    142, X                  X
 285,   3⋅5⋅19,         61,  61.258,  59.406,   65.692,  271.345,  290.719,  0.000,   8,   480,  144,   36,   479,  -1,  3,  3,  -1,  -7,  1,  0,  0,  5,  10,  12,  13,   0,   9,  24,   6, 8 22 28 46 52 62 74 88 …,           285,  XX    X
 286,    2⋅11⋅13,       61,  61.426,  59.576,   65.869,  271.345,  290.719,  0.000,   8,   504,  120,   60,   503,  -1,  3,  3,  -1,  -8,  0,  1,  1,  6,   0,   0,  14,   1,  10,  25,   7, 45 63 87 93 123 135 147 177 …,      286, X   XX
 287,     7⋅41,         61,  61.595,  59.746,   66.046,  271.345,  290.719,  0.000,   4,   336,  240,  120,   336,   1,  2,  2,   1,  -7,  1,  2,  2,  0,   1,   1,  15,   2,  11,  26,   8, 6 24 30 60 96 114 156 174 …,        287,    X        X
 288,      2⁵⋅3²,       61,  61.763,  59.915,   66.222,  271.345,  290.719,  0.000,  18,   819,   96,   24,   576,   0,  2,  7,  -1,  -7,  0,  0,  3,  1,   2,   2,  16,   3,  12,  27,   9, 5 19 25 49 59 61 65 91 …,             6, XX
 289,     17²,          61,  61.932,  60.085,   66.399,  271.345,  293.552,  2.833,   3,   307,  272,  272,   306,   0,  1,  2,   1,  -7,  1,  1,  4,  2,   3,   3,   0,   4,  13,  28,  10, 18 48 60 78 90 108 132 150 …,        17,       X
 290,    2⋅5⋅29,        61,  62.100,  60.255,   66.575,  271.345,  293.552,  0.000,   8,   540,  112,   28,   540,  -1,  3,  3,  -1,  -8,  0,  2,  0,  3,   4,   4,   1,   5,  14,   0,  11, 21 27 57 63 93 99 111 141 …,        290, X X      X
 291,   3⋅97,           61,  62.268,  60.424,   66.752,  271.345,  293.552,  0.000,   4,   392,  192,   96,   391,   1,  2,  2,   1,  -7,  1,  0,  1,  4,   5,   5,   2,   6,  15,   1,  12, 20 22 40 58 62 68 92 98 …,          291,  X                      X
 292,  2²⋅73,           61,  62.436,  60.594,   66.928,  271.345,  293.552,  0.000,   6,   518,  144,   72,   444,   0,  2,  3,  -1,  -7,  0,  1,  2,  5,   6,   6,   3,   7,  16,   2,  13, 15 21 81 129 141 165 195 231 …,     146, X                   X
 293, 293,              62,  62.605,  60.763,   67.104,  277.025,  299.232,  5.680,   2,   294,  292,  292,   294,  -1,  1,  1,  -1,  -8,  1,  2,  3,  6,   7,   7,   4,   8,  17,   3,  14, 24 54 60 66 96 126 156 186 …,       293,                                                              X
 294,  2⋅3⋅7²,          62,  62.772,  60.932,   67.280,  277.025,  299.232,  0.000,  12,   684,   84,   42,   672,   0,  3,  4,   1,  -8,  0,  0,  4,  0,   8,   8,   5,   9,  18,   4,  15, 13 17 23 37 43 53 55 65 …,           42, XX X
 295,   5⋅59,           62,  62.940,  61.101,   67.456,  277.025,  299.232,  0.000,   4,   360,  232,  116,   359,   1,  2,  2,   1,  -7,  1,  1,  0,  1,   9,   9,   6,  10,  19,   5,  16, 12 18 54 72 84 102 114 138 …,       295,   X             X
 296,    2³⋅37,         62,  63.108,  61.270,   67.632,  277.025,  299.232,  0.000,   8,   570,  144,   36,   455,   0,  2,  4,   1,  -7,  0,  2,  1,  2,  10,  10,   7,  11,  20,   6,  17, 15 57 63 105 123 147 165 183 …,      74, X          X
