This is a focused 2-adic view of the first 2000 integers in consecutive order, without residues. Use this to confirm patterns seen in smaller numbers and also to search for extended structure.

For every integer n:
- oc is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
263,1,
527,,27
33,4,
529,,8
265,1,
531,,44
133,2,
533,,8
267,1,
535,,5
67,3,
537,,5
269,1,
539,,15
135,2,
541,,13
271,1,
543,,49
17,5,
545,,13
273,1,
547,,8
137,2,
549,,32
275,1,
551,,13
69,3,
553,,49
277,1,
555,,8
139,2,
557,,13
279,1,
559,,30
35,4,
561,,13
281,1,
563,,13
141,2,
565,,3
283,1,
567,,20
71,3,
569,,18
285,1,
571,,8
143,2,
573,,37
287,1,
575,,13
9,6,
577,,8
289,1,
579,,8
145,2,
581,,42
291,1,
583,,8
73,3,
585,,18
293,1,
587,,42
147,2,
589,,42
295,1,
591,,18
37,4,
593,,25
297,1,
595,,25
149,2,
597,,6
299,1,
599,,42
75,3,
601,,18
301,1,
603,,23
151,2,
605,,3
303,1,
607,,13
19,5,
609,,47
305,1,
611,,11
153,2,
613,,11
307,1,
615,,23
77,3,
617,,47
309,1,
619,,47
155,2,
621,,30
311,1,
623,,47
39,4,
625,,6
313,1,
627,,47
157,2,
629,,11
315,1,
631,,11
79,3,
633,,8
317,1,
635,,8
159,2,
637,,18
319,1,
639,,47
5,7,
641,,16
321,1,
643,,6
161,2,
645,,35
323,1,
647,,11
81,3,
649,,52
325,1,
651,,35
163,2,
653,,6
327,1,
655,,52
41,4,
657,,16
329,1,
659,,16
165,2,
661,,40
331,1,
663,,6
83,3,
665,,16
333,1,
667,,52
167,2,
669,,23
335,1,
671,,33
21,5,
673,,21
337,1,
675,,40
169,2,
677,,16
339,1,
679,,21
85,3,
681,,21
341,1,
683,,11
171,2,
685,,45
343,1,
687,,11
43,4,
689,,45
345,1,
691,,45
173,2,
693,,9
347,1,
695,,45
87,3,
697,,45
349,1,
699,,21
175,2,
701,,28
351,1,
703,,62
11,6,
705,,9
353,1,
707,,45
177,2,
709,,9
355,1,
711,,21
89,3,
713,,6
357,1,
715,,6
179,2,
717,,9
359,1,
719,,16
45,4,
721,,14
361,1,
723,,14
181,2,
725,,4
363,1,
727,,14
91,3,
729,,9
365,1,
731,,50
183,2,
733,,33
367,1,
735,,14
23,5,
737,,50
369,1,
739,,4
185,2,
741,,14
371,1,
743,,33
93,3,
745,,31
373,1,
747,,14
187,2,
749,,14
375,1,
751,,50
47,4,
753,,4
377,1,
755,,21
189,2,
757,,38
379,1,
759,,19
95,3,
761,,9
381,1,
763,,55
191,2,
765,,14
383,1,
767,,19
3,8,
769,,9
385,1,
771,,9
193,2,
773,,43
387,1,
775,,55
97,3,
777,,9
389,1,
779,,19
195,2,
781,,43
391,1,
783,,43
49,4,
785,,43
393,1,
787,,19
197,2,
789,,7
395,1,
791,,26
99,3,
793,,26
397,1,
795,,36
199,2,
797,,43
399,1,
799,,24
25,5,
801,,19
401,1,
803,,4
201,2,
805,,4
403,1,
807,,24
101,3,
809,,14
405,1,
811,,48
203,2,
813,,12
407,1,
815,,48
51,4,
817,,12
409,1,
819,,12
205,2,
821,,7
411,1,
823,,48
103,3,
825,,48
413,1,
827,,12
207,2,
829,,31
415,1,
831,,48
13,6,
833,,7
417,1,
835,,48
209,2,
837,,12
419,1,
839,,29
105,3,
841,,12
421,1,
843,,12
211,2,
845,,12
423,1,
847,,9
53,4,
849,,19
425,1,
851,,19
213,2,
853,,2
427,1,
855,,17
107,3,
857,,7
429,1,
859,,53
215,2,
861,,36
431,1,
863,,12
27,5,
865,,53
433,1,
867,,7
217,2,
869,,7
435,1,
871,,65
109,3,
873,,53
437,1,
875,,7
219,2,
877,,17
439,1,
879,,53
55,4,
881,,41
441,1,
883,,7
221,2,
885,,41
443,1,
887,,17
111,3,
889,,53
445,1,
891,,14
223,2,
893,,24
447,1,
895,,34
7,7,
897,,22
449,1,
899,,41
225,2,
901,,17
451,1,
903,,41
113,3,
905,,22
453,1,
907,,17
227,2,
909,,2
455,1,
911,,12
57,4,
913,,46
457,1,
915,,46
229,2,
917,,10
459,1,
919,,46
115,3,
921,,46
461,1,
923,,22
231,2,
925,,46
463,1,
927,,41
29,5,
929,,46
465,1,
931,,10
233,2,
933,,29
467,1,
935,,46
117,3,
937,,63
469,1,
939,,29
235,2,
941,,46
471,1,
943,,10
59,4,
945,,10
473,1,
947,,10
237,2,
949,,10
475,1,
951,,7
119,3,
953,,7
477,1,
955,,7
239,2,
957,,17
479,1,
959,,46
15,6,
961,,15
481,1,
963,,15
241,2,
965,,5
483,1,
967,,51
121,3,
969,,15
485,1,
971,,10
243,2,
973,,34
487,1,
975,,51
61,4,
977,,34
489,1,
979,,15
245,2,
981,,5
491,1,
983,,51
123,3,
985,,5
493,1,
987,,10
247,2,
989,,15
495,1,
991,,34
31,5,
993,,32
497,1,
995,,5
249,2,
997,,15
499,1,
999,,15
125,3,
1001,,51
501,1,
1003,,12
251,2,
1005,,22
503,1,
1007,,32
63,4,
1009,,39
505,1,
1011,,20
253,2,
1013,,39
507,1,
1015,,10
127,3,
1017,,56
509,1,
1019,,20
255,2,
1021,,15
511,1,
1023,,20
1,10,
1025,,10
513,1,
1027,,10
257,2,
1029,,44
515,1,
1031,,10
129,3,
1033,,56
517,1,
1035,,44
259,2,
1037,,44
519,1,
1039,,20
65,4,
1041,,44
521,1,
1043,,44
261,2,
1045,,8
523,1,
1047,,44
131,3,
1049,,20
525,1,
1051,,32
263,2,
1053,,27
527,1,
1055,,61
33,5,
1057,,27
529,1,
1059,,8
265,2,
1061,,44
531,1,
1063,,25
133,3,
1065,,25
533,1,
1067,,20
267,2,
1069,,5
535,1,
1071,,61
67,4,
1073,,5
537,1,
1075,,5
269,2,
1077,,8
539,1,
1079,,15
135,3,
1081,,49
541,1,
1083,,49
271,2,
1085,,13
543,1,
1087,,49
17,6,
1089,,13
545,1,
1091,,13
273,2,
1093,,8
547,1,
1095,,25
137,3,
1097,,49
549,1,
1099,,8
275,2,
1101,,32
551,1,
1103,,13
69,4,
1105,,32
553,1,
1107,,49
277,2,
1109,,3
555,1,
1111,,8
139,3,
1113,,49
557,1,
1115,,32
279,2,
1117,,13
559,1,
1119,,30
35,5,
1121,,13
561,1,
1123,,13
281,2,
1125,,13
563,1,
1127,,49
141,3,
1129,,10
565,1,
1131,,10
283,2,
1133,,20
567,1,
1135,,20
71,4,
1137,,3
569,1,
1139,,18
285,2,
1141,,37
571,1,
1143,,8
143,3,
1145,,54
573,1,
1147,,18
287,2,
1149,,13
575,1,
1151,,18
9,7,
1153,,54
577,1,
1155,,8
289,2,
1157,,8
579,1,
1159,,18
145,3,
1161,,66
581,1,
1163,,54
291,2,
1165,,42
583,1,
1167,,8
73,4,
1169,,18
585,1,
1171,,18
293,2,
1173,,42
587,1,
1175,,42
147,3,
1177,,8
589,1,
1179,,18
295,2,
1181,,18
591,1,
1183,,30
37,5,
1185,,54
593,1,
1187,,25
297,2,
1189,,25
595,1,
1191,,15
149,3,
1193,,35
597,1,
1195,,42
299,2,
1197,,42
599,1,
1199,,23
75,4,
1201,,18
601,1,
1203,,18
301,2,
1205,,3
603,1,
1207,,23
151,3,
1209,,18
605,1,
1211,,23
303,2,
1213,,13
607,1,
1215,,59
19,6,
1217,,47
609,1,
1219,,47
305,2,
1221,,11
611,1,
1223,,47
153,3,
1225,,47
613,1,
1227,,47
307,2,
1229,,11
615,1,
1231,,23
77,4,
1233,,47
617,1,
1235,,47
309,2,
1237,,6
619,1,
1239,,47
155,3,
1241,,11
621,1,
1243,,23
311,2,
1245,,30
623,1,
1247,,47
39,5,
1249,,64
625,1,
1251,,6
313,2,
1253,,47
627,1,
1255,,30
157,3,
1257,,11
629,1,
1259,,28
315,2,
1261,,11
631,1,
1263,,64
79,4,
1265,,11
633,1,
1267,,8
317,2,
1269,,11
635,1,
1271,,8
159,3,
1273,,8
637,1,
1275,,28
319,2,
1277,,18
639,1,
1279,,47
5,8,
1281,,16
641,1,
1283,,16
321,2,
1285,,6
643,1,
1287,,52
161,3,
1289,,52
645,1,
1291,,16
323,2,
1293,,35
647,1,
1295,,11
81,4,
1297,,35
649,1,
1299,,52
325,2,
1301,,6
651,1,
1303,,35
163,3,
1305,,16
653,1,
1307,,64
327,2,
1309,,52
655,1,
1311,,35
41,5,
1313,,6
657,1,
1315,,16
329,2,
1317,,16
659,1,
1319,,52
165,3,
1321,,35
661,1,
1323,,16
331,2,
1325,,6
663,1,
1327,,16
83,4,
1329,,16
665,1,
1331,,16
333,2,
1333,,40
667,1,
1335,,52
167,3,
1337,,13
669,1,
1339,,6
335,2,
1341,,23
671,1,
1343,,33
21,6,
1345,,40
673,1,
1347,,21
337,2,
1349,,40
675,1,
1351,,57
169,3,
1353,,11
677,1,
1355,,40
339,2,
1357,,16
679,1,
1359,,21
85,4,
1361,,16
681,1,
1363,,21
341,2,
1365,,1
683,1,
1367,,11
171,3,
1369,,11
685,1,
1371,,40
343,2,
1373,,45
687,1,
1375,,11
43,5,
1377,,57
689,1,
1379,,45
345,2,
1381,,45
691,1,
1383,,33
173,3,
1385,,21
693,1,
1387,,21
347,2,
1389,,45
695,1,
1391,,40
87,4,
1393,,9
697,1,
1395,,45
349,2,
1397,,9
699,1,
1399,,21
175,3,
1401,,33
701,1,
1403,,45
351,2,
1405,,28
703,1,
1407,,62
11,7,
1409,,28
705,1,
1411,,9
353,2,
1413,,45
707,1,
1415,,9
177,3,
1417,,26
709,1,
1419,,45
355,2,
1421,,9
711,1,
1423,,21
89,4,
1425,,6
713,1,
1427,,6
357,2,
1429,,9
715,1,
1431,,6
179,3,
1433,,6
717,1,
1435,,26
359,2,
1437,,16
719,1,
1439,,45
45,5,
1441,,50
721,1,
1443,,14
361,2,
1445,,14
723,1,
1447,,16
181,3,
1449,,50
725,1,
1451,,50
363,2,
1453,,14
727,1,
1455,,50
91,4,
1457,,9
729,1,
1459,,9
365,2,
1461,,33
731,1,
1463,,50
183,3,
1465,,9
733,1,
1467,,50
367,2,
1469,,14
735,1,
1471,,62
23,6,
1473,,33
737,1,
1475,,50
369,2,
1477,,4
739,1,
1479,,33
185,3,
1481,,9
741,1,
1483,,50
371,2,
1485,,14
743,1,
1487,,33
93,4,
1489,,14
745,1,
1491,,31
373,2,
1493,,4
747,1,
1495,,14
187,3,
1497,,14
749,1,
1499,,14
375,2,
1501,,14
751,1,
1503,,50
47,5,
1505,,11
753,1,
1507,,4
377,2,
1509,,21
755,1,
1511,,31
189,3,
1513,,21
757,1,
1515,,50
379,2,
1517,,19
759,1,
1519,,55
95,4,
1521,,38
761,1,
1523,,9
381,2,
1525,,38
763,1,
1527,,55
191,3,
1529,,19
765,1,
1531,,19
383,2,
1533,,14
767,1,
1535,,19
3,9,
1537,,55
769,1,
1539,,9
385,2,
1541,,9
771,1,
1543,,38
193,3,
1545,,19
773,1,
1547,,9
387,2,
1549,,43
775,1,
1551,,55
97,4,
1553,,43
777,1,
1555,,9
389,2,
1557,,43
779,1,
1559,,19
195,3,
1561,,19
781,1,
1563,,55
391,2,
1565,,43
783,1,
1567,,19
49,5,
1569,,9
785,1,
1571,,43
393,2,
1573,,19
787,1,
1575,,19
197,3,
1577,,31
789,1,
1579,,43
395,2,
1581,,26
791,1,
1583,,60
99,4,
1585,,26
793,1,
1587,,26
397,2,
1589,,7
795,1,
1591,,36
199,3,
1593,,43
797,1,
1595,,24
399,2,
1597,,43
799,1,
1599,,24
25,6,
1601,,19
801,1,
1603,,19
401,2,
1605,,4
803,1,
1607,,60
201,3,
1609,,24
805,1,
1611,,4
403,2,
1613,,4
807,1,
1615,,24
101,4,
1617,,14
809,1,
1619,,14
405,2,
1621,,7
811,1,
1623,,48
203,3,
1625,,48
813,1,
1627,,24
407,2,
1629,,12
815,1,
1631,,48
51,5,
1633,,48
817,1,
1635,,12
409,2,
1637,,12
819,1,
1639,,36
205,3,
1641,,24
821,1,
1643,,24
411,2,
1645,,48
823,1,
1647,,48
103,4,
1649,,7
825,1,
1651,,48
413,2,
1653,,31
827,1,
1655,,12
207,3,
1657,,24
829,1,
1659,,12
415,2,
1661,,48
831,1,
1663,,24
13,7,
1665,,65
833,1,
1667,,7
417,2,
1669,,48
835,1,
1671,,12
209,3,
1673,,31
837,1,
1675,,48
419,2,
1677,,12
839,1,
1679,,29
105,4,
1681,,12
841,1,
1683,,12
421,2,
1685,,12
843,1,
1687,,12
211,3,
1689,,9
845,1,
1691,,48
423,2,
1693,,9
847,1,
1695,,65
53,5,
1697,,9
849,1,
1699,,19
425,2,
1701,,19
851,1,
1703,,19
213,3,
1705,,48
853,1,
1707,,53
427,2,
1709,,17
855,1,
1711,,53
107,4,
1713,,7
857,1,
1715,,7
429,2,
1717,,36
859,1,
1719,,53
215,3,
1721,,17
861,1,
1723,,17
431,2,
1725,,12
863,1,
1727,,17
27,6,
1729,,36
865,1,
1731,,53
433,2,
1733,,7
867,1,
1735,,36
217,3,
1737,,36
869,1,
1739,,17
435,2,
1741,,7
871,1,
1743,,65
109,4,
1745,,53
873,1,
1747,,53
437,2,
1749,,41
875,1,
1751,,7
219,3,
1753,,17
877,1,
1755,,12
439,2,
1757,,17
879,1,
1759,,53
55,5,
1761,,36
881,1,
1763,,41
441,2,
1765,,7
883,1,
1767,,53
221,3,
1769,,17
885,1,
1771,,17
443,2,
1773,,17
887,1,
1775,,29
111,4,
1777,,41
889,1,
1779,,53
445,2,
1781,,24
891,1,
1783,,14
223,3,
1785,,7
893,1,
1787,,14
447,2,
1789,,34
895,1,
1791,,34
7,8,
1793,,41
897,1,
1795,,22
449,2,
1797,,41
899,1,
1799,,22
225,3,
1801,,58
901,1,
1803,,12
451,2,
1805,,17
903,1,
1807,,41
113,4,
1809,,17
905,1,
1811,,22
453,2,
1813,,2
907,1,
1815,,17
227,3,
1817,,22
909,1,
1819,,58
455,2,
1821,,12
911,1,
1823,,58
57,5,
1825,,12
913,1,
1827,,46
457,2,
1829,,46
915,1,
1831,,22
229,3,
1833,,12
917,1,
1835,,46
459,2,
1837,,46
919,1,
1839,,58
115,4,
1841,,46
921,1,
1843,,46
461,2,
1845,,10
923,1,
1847,,22
231,3,
1849,,22
925,1,
1851,,46
463,2,
1853,,46
927,1,
1855,,41
29,6,
1857,,10
929,1,
1859,,46
465,2,
1861,,10
931,1,
1863,,22
233,3,
1865,,22
933,1,
1867,,10
467,2,
1869,,29
935,1,
1871,,46
117,4,
1873,,29
937,1,
1875,,63
469,2,
1877,,5
939,1,
1879,,29
235,3,
1881,,10
941,1,
1883,,29
471,2,
1885,,46
943,1,
1887,,10
59,5,
1889,,27
945,1,
1891,,10
473,2,
1893,,10
947,1,
1895,,63
237,3,
1897,,22
949,1,
1899,,22
475,2,
1901,,7
951,1,
1903,,46
119,4,
1905,,10
953,1,
1907,,7
477,2,
1909,,10
955,1,
1911,,7
239,3,
1913,,27
957,1,
1915,,63
479,2,
1917,,17
959,1,
1919,,46
15,7,
1921,,51
961,1,
1923,,15
481,2,
1925,,15
963,1,
1927,,15
241,3,
1929,,17
965,1,
1931,,51
483,2,
1933,,5
967,1,
1935,,51
121,4,
1937,,15
969,1,
1939,,15
485,2,
1941,,34
971,1,
1943,,10
243,3,
1945,,10
973,1,
1947,,27
487,2,
1949,,51
975,1,
1951,,63
61,5,
1953,,10
977,1,
1955,,34
489,2,
1957,,15
979,1,
1959,,27
245,3,
1961,,63
981,1,
1963,,27
491,2,
1965,,51
983,1,
1967,,34
123,4,
1969,,5
985,1,
1971,,5
493,2,
1973,,15
987,1,
1975,,10
247,3,
1977,,51
989,1,
1979,,51
495,2,
1981,,34
991,1,
1983,,15
31,6,
1985,,15
993,1,
1987,,32
497,2,
1989,,5
995,1,
1991,,15
249,3,
1993,,15
997,1,
1995,,15
499,2,
1997,,15
999,1,
1999,,15
125,4,
