# Bare odd core stopping times

This is a focused 2-adic view of the first 20000 integers in consecutive order, without residues. Use this to confirm patterns seen in smaller numbers and also to search for extended structure.

For every integer n:
- oc is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
5257,,64
2629,1,16
5259,,35
1315,2,16
5261,,16
2631,1,69
5263,,69
329,4,16
5265,,11
2633,1,11
5267,,11
1317,2,16
5269,,16
2635,1,16
5271,,16
659,3,16
5273,,52
2637,1,16
5275,,35
1319,2,52
5277,,52
2639,1,52
5279,,25
165,5,40
5281,,16
2641,1,35
5283,,35
1321,2,35
5285,,35
2643,1,35
5287,,25
661,3,40
5289,,16
2645,1,40
5291,,16
1323,2,16
5293,,16
2647,1,16
5295,,52
331,4,6
5297,,33
2649,1,33
5299,,33
1325,2,6
5301,,6
2651,1,52
5303,,52
663,3,6
5305,,33
2653,1,6
5307,,52
1327,2,16
5309,,16
2655,1,16
5311,,33
83,6,40
5313,,16
2657,1,16
5315,,16
1329,2,16
5317,,16
2659,1,16
5319,,16
665,3,16
5321,,16
2661,1,16
5323,,16
1331,2,16
5325,,16
2663,1,28
5327,,28
333,4,40
5329,,16
2665,1,16
5331,,16
1333,2,40
5333,,40
2667,1,13
5335,,13
667,3,52
5337,,16
2669,1,52
5339,,13
1335,2,52
5341,,52
2671,1,13
5343,,13
167,5,23
5345,,57
2673,1,40
5347,,40
1337,2,13
5349,,13
2675,1,13
5351,,69
669,3,23
5353,,13
2677,1,23
5355,,33
1339,2,6
5357,,6
2679,1,6
5359,,69
335,4,23
5361,,23
2681,1,13
5363,,13
1341,2,23
5365,,23
2683,1,23
5367,,23
671,3,33
5369,,23
2685,1,33
5371,,45
1343,2,33
5373,,33
2687,1,33
5375,,33
21,8,1
5377,,23
2689,1,23
5379,,23
1345,2,40
5381,,40
2691,1,40
5383,,23
673,3,21
5385,,52
2693,1,21
5387,,52
1347,2,21
5389,,21
2695,1,6
5391,,6
337,4,40
5393,,21
2697,1,57
5395,,57
1349,2,40
5397,,40
2699,1,21
5399,,21
675,3,40
5401,,57
2701,1,40
5403,,23
1351,2,57
5405,,57
2703,1,57
5407,,21
169,5,16
5409,,40
2705,1,11
5411,,11
1353,2,11
5413,,11
2707,1,11
5415,,11
677,3,16
5417,,21
2709,1,16
5419,,11
1355,2,40
5421,,40
2711,1,40
5423,,21
339,4,16
5425,,57
2713,1,57
5427,,57
1357,2,16
5429,,16
2715,1,33
5431,,33
679,3,21
5433,,57
2717,1,21
5435,,40
1359,2,21
5437,,21
2719,1,21
5439,,21
85,6,1
5441,,16
2721,1,21
5443,,21
1361,2,16
5445,,16
2723,1,16
5447,,33
681,3,21
5449,,57
2725,1,21
5451,,16
1363,2,21
5453,,21
2727,1,45
5455,,45
341,4,1
5457,,21
2729,1,57
5459,,57
1365,2,1
5461,,1
2731,1,40
5463,,40
683,3,11
5465,,57
2733,1,11
5467,,40
1367,2,11
5469,,11
2735,1,57
5471,,57
171,5,45
5473,,57
2737,1,11
5475,,11
1369,2,11
5477,,11
2739,1,11
5479,,69
685,3,45
5481,,11
2741,1,45
5483,,40
1371,2,40
5485,,40
2743,1,40
5487,,16
343,4,45
5489,,45
2745,1,11
5491,,11
1373,2,45
5493,,45
2747,1,21
5495,,21
687,3,11
5497,,33
2749,1,11
5499,,21
1375,2,11
5501,,11
2751,1,62
5503,,62
43,7,9
5505,,69
2753,1,45
5507,,45
1377,2,57
5509,,57
2755,1,57
5511,,45
689,3,45
5513,,33
2757,1,45
5515,,57
1379,2,45
5517,,45
2759,1,57
5519,,57
345,4,45
5521,,45
2761,1,45
5523,,45
1381,2,45
5525,,45
2763,1,11
5527,,11
691,3,45
5529,,11
2765,1,45
5531,,11
1383,2,33
5533,,33
2767,1,33
5535,,45
173,5,9
5537,,21
2769,1,21
5539,,21
1385,2,21
5541,,21
2771,1,21
5543,,74
693,3,9
5545,,16
2773,1,9
5547,,16
1387,2,21
5549,,21
2775,1,21
5551,,21
347,4,45
5553,,45
2777,1,45
5555,,45
1389,2,45
5557,,45
2779,1,57
5559,,57
695,3,45
5561,,45
2781,1,45
5563,,40
1391,2,40
5565,,40
2783,1,40
5567,,86
87,6,9
5569,,45
2785,1,21
5571,,21
1393,2,9
5573,,9
2787,1,9
5575,,21
697,3,45
5577,,11
2789,1,45
5579,,11
1395,2,45
5581,,45
2791,1,21
5583,,21
349,4,9
5585,,45
2793,1,38
5587,,38
1397,2,9
5589,,9
2795,1,21
5591,,21
699,3,21
5593,,21
2797,1,21
5595,,45
1399,2,21
5597,,21
2799,1,21
5599,,21
175,5,28
5601,,21
2801,1,9
5603,,9
1401,2,33
5605,,33
2803,1,33
5607,,21
701,3,28
5609,,38
2805,1,28
5611,,57
1403,2,45
5613,,45
2807,1,45
5615,,21
351,4,28
5617,,28
2809,1,57
5619,,57
1405,2,28
5621,,28
2811,1,18
5623,,18
703,3,62
5625,,57
2813,1,62
5627,,18
1407,2,62
5629,,62
2815,1,57
5631,,57
11,9,4
5633,,18
2817,1,28
5635,,28
1409,2,28
5637,,28
2819,1,28
5639,,28
705,3,9
5641,,11
2821,1,9
5643,,28
1411,2,9
5645,,9
2823,1,18
5647,,18
353,4,45
5649,,9
2825,1,28
5651,,28
1413,2,45
5653,,45
2827,1,38
5655,,38
707,3,45
5657,,38
2829,1,45
5659,,21
1415,2,9
5661,,9
2831,1,9
5663,,28
177,5,9
5665,,45
2833,1,45
5667,,45
1417,2,26
5669,,26
2835,1,26
5671,,26
709,3,9
5673,,74
2837,1,9
5675,,45
1419,2,45
5677,,45
2839,1,45
5679,,57
355,4,9
5681,,26
2841,1,26
5683,,26
1421,2,9
5685,,9
2843,1,62
5687,,62
711,3,21
5689,,45
2845,1,21
5691,,62
1423,2,21
5693,,21
2847,1,62
5695,,62
89,6,9
5697,,21
2849,1,21
5699,,21
1425,2,6
5701,,6
2851,1,6
5703,,16
713,3,6
5705,,26
2853,1,6
5707,,6
1427,2,6
5709,,6
2855,1,45
5711,,45
357,4,9
5713,,62
2857,1,62
5715,,62
1429,2,9
5717,,9
2859,1,26
5719,,26
715,3,6
5721,,26
2861,1,6
5723,,62
1431,2,6
5725,,6
2863,1,26
5727,,26
179,5,9
5729,,6
2865,1,6
5731,,6
1433,2,6
5733,,6
2867,1,6
5735,,62
717,3,9
5737,,38
2869,1,9
5739,,62
1435,2,26
5741,,26
2871,1,26
5743,,26
359,4,16
5745,,9
2873,1,62
5747,,62
1437,2,16
5749,,16
2875,1,16
5751,,16
719,3,16
5753,,45
2877,1,16
5755,,16
1439,2,45
5757,,45
2879,1,45
5759,,38
45,7,4
5761,,62
2881,1,9
5763,,9
1441,2,50
5765,,50
2883,1,50
5767,,16
721,3,14
5769,,62
2885,1,14
5771,,50
1443,2,14
5773,,14
2887,1,45
5775,,45
361,4,14
5777,,50
2889,1,50
5779,,50
1445,2,14
5781,,14
2891,1,14
5783,,14
723,3,14
5785,,26
2893,1,14
5787,,26
1447,2,16
5789,,16
2895,1,16
5791,,38
181,5,4
5793,,16
2897,1,50
5795,,50
1449,2,50
5797,,50
2899,1,50
5799,,74
725,3,4
5801,,26
2901,1,4
5803,,62
1451,2,50
5805,,50
2903,1,50
5807,,38
363,4,14
5809,,14
2905,1,14
5811,,14
1453,2,14
5813,,14
2907,1,50
5815,,50
727,3,14
5817,,50
2909,1,14
5819,,50
1455,2,50
5821,,50
2911,1,50
5823,,50
91,6,33
5825,,14
2913,1,38
5827,,38
1457,2,9
5829,,9
2915,1,9
5831,,14
729,3,9
5833,,26
2917,1,9
5835,,26
1459,2,9
5837,,9
2919,1,79
5839,,79
365,4,33
5841,,26
2921,1,26
5843,,26
1461,2,33
5845,,33
2923,1,50
5847,,50
731,3,50
5849,,50
2925,1,50
5851,,50
1463,2,50
5853,,50
2927,1,62
5855,,62
183,5,33
5857,,50
2929,1,33
5859,,33
1465,2,9
5861,,9
2931,1,9
5863,,45
733,3,33
5865,,35
2933,1,33
5867,,26
1467,2,50
5869,,50
2935,1,50
5871,,26
367,4,14
5873,,33
2937,1,16
5875,,16
1469,2,14
5877,,14
2939,1,26
5879,,26
735,3,14
5881,,14
2941,1,14
5883,,50
1471,2,62
5885,,62
2943,1,62
5887,,43
23,8,4
5889,,33
2945,1,26
5891,,26
1473,2,33
5893,,33
2947,1,33
5895,,26
737,3,50
5897,,26
2949,1,50
5899,,14
1475,2,50
5901,,50
2951,1,33
5903,,33
369,4,4
5905,,50
2953,1,43
5907,,43
1477,2,4
5909,,4
2955,1,50
5911,,50
739,3,4
5913,,26
2957,1,4
5915,,62
1479,2,33
5917,,33
2959,1,33
5919,,62
185,5,14
5921,,67
2961,1,9
5923,,9
1481,2,9
5925,,9
2963,1,9
5927,,23
741,3,14
5929,,67
2965,1,14
5931,,9
1483,2,50
5933,,50
2967,1,50
5935,,33
371,4,14
5937,,50
2969,1,50
5939,,50
1485,2,14
5941,,14
2971,1,14
5943,,14
743,3,33
5945,,14
2973,1,33
5947,,50
1487,2,33
5949,,33
2975,1,14
5951,,14
93,6,4
5953,,14
2977,1,50
5955,,50
1489,2,14
5957,,14
2979,1,14
5959,,43
745,3,31
5961,,14
2981,1,31
5963,,14
1491,2,31
5965,,31
2983,1,50
5967,,50
373,4,4
5969,,31
2985,1,50
5971,,50
1493,2,4
5973,,4
2987,1,14
5975,,14
747,3,14
5977,,14
2989,1,14
5979,,16
1495,2,14
5981,,14
2991,1,14
5983,,14
187,5,14
5985,,31
2993,1,14
5987,,14
1497,2,14
5989,,14
2995,1,14
5991,,31
749,3,14
5993,,26
2997,1,14
5995,,26
1499,2,14
5997,,14
2999,1,14
5999,,67
375,4,14
6001,,14
3001,1,11
6003,,11
1501,2,14
6005,,14
3003,1,11
6007,,11
751,3,50
6009,,31
3005,1,50
6011,,11
1503,2,50
6013,,50
3007,1,55
6015,,55
47,7,38
6017,,67
3009,1,11
6019,,11
1505,2,11
6021,,11
3011,1,11
6023,,11
753,3,4
6025,,31
3013,1,4
6027,,67
1507,2,4
6029,,4
3015,1,31
6031,,31
377,4,21
6033,,11
3017,1,11
6035,,11
1509,2,21
6037,,21
3019,1,21
6039,,21
755,3,21
6041,,21
3021,1,21
6043,,43
1511,2,31
6045,,31
3023,1,31
6047,,31
189,5,38
6049,,21
3025,1,21
6051,,21
1513,2,21
6053,,21
3027,1,21
6055,,31
757,3,38
6057,,67
3029,1,38
6059,,50
1515,2,50
6061,,50
3031,1,50
6063,,50
379,4,19
6065,,4
3033,1,4
6067,,4
1517,2,19
6069,,19
3035,1,55
6071,,55
759,3,19
6073,,19
3037,1,19
6075,,19
1519,2,55
6077,,55
3039,1,55
6079,,21
95,6,38
6081,,19
3041,1,55
6083,,55
1521,2,38
6085,,38
3043,1,38
6087,,55
761,3,9
6089,,19
3045,1,9
6091,,9
1523,2,9
6093,,9
3047,1,19
6095,,19
381,4,38
6097,,9
3049,1,43
6099,,43
1525,2,38
6101,,38
3051,1,55
6103,,55
763,3,55
6105,,38
3053,1,55
6107,,55
1527,2,55
6109,,55
3055,1,31
6111,,31
191,5,14
6113,,55
3057,1,38
6115,,38
1529,2,19
6117,,19
3059,1,19
6119,,19
765,3,14
6121,,62
3061,1,14
6123,,67
1531,2,19
6125,,19
3063,1,19
6127,,19
383,4,14
6129,,14
3065,1,55
6131,,55
1533,2,14
6133,,14
3067,1,19
6135,,19
767,3,19
6137,,43
3069,1,19
6139,,43
1535,2,19
6141,,19
3071,1,55
6143,,55
3,11,2
6145,,14
3073,1,38
6147,,38
1537,2,55
6149,,55
3075,1,55
6151,,38
769,3,9
6153,,31
3077,1,9
6155,,55
1539,2,9
6157,,9
3079,1,55
6159,,55
385,4,9
6161,,9
3081,1,55
6163,,55
1541,2,9
6165,,9
3083,1,9
6167,,9
771,3,9
6169,,38
3085,1,9
6171,,96
1543,2,38
6173,,38
3087,1,38
6175,,50
193,5,43
6177,,38
3089,1,9
6179,,9
1545,2,19
6181,,19
3091,1,19
6183,,55
773,3,43
6185,,31
3093,1,43
6187,,19
1547,2,9
6189,,9
3095,1,9
6191,,60
387,4,43
6193,,67
3097,1,67
6195,,67
1549,2,43
6197,,43
3099,1,48
6199,,48
775,3,55
6201,,9
3101,1,55
6203,,31
1551,2,55
6205,,55
3103,1,31
6207,,31
97,6,43
6209,,55
3105,1,55
6211,,55
1553,2,43
6213,,43
3107,1,43
6215,,19
777,3,9
6217,,38
3109,1,9
6219,,43
1555,2,9
6221,,9
3111,1,9
6223,,9
389,4,43
6225,,9
3113,1,31
6227,,31
1557,2,43
6229,,43
3115,1,19
6231,,19
779,3,19
6233,,19
3117,1,19
6235,,67
1559,2,19
6237,,19
3119,1,14
6239,,14
195,5,43
6241,,14
3121,1,19
6243,,19
1561,2,19
6245,,19
3123,1,19
6247,,67
781,3,43
6249,,55
3125,1,43
6251,,38
1563,2,55
6253,,55
3127,1,55
6255,,38
391,4,43
6257,,43
3129,1,38
6259,,38
1565,2,43
6261,,43
3131,1,38
6263,,38
783,3,43
6265,,28
3133,1,43
6267,,19
1567,2,19
6269,,19
3135,1,19
6271,,38
49,7,7
6273,,19
3137,1,9
6275,,9
1569,2,9
6277,,9
3139,1,9
6279,,36
785,3,43
6281,,19
3141,1,43
6283,,55
1571,2,43
6285,,43
3143,1,36
6287,,36
393,4,19
6289,,19
3145,1,19
6291,,19
1573,2,19
6293,,19
3147,1,43
6295,,43
787,3,19
6297,,19
3149,1,19
6299,,19
1575,2,19
6301,,19
3151,1,19
6303,,55
197,5,7
6305,,19
3153,1,19
6307,,19
1577,2,31
6309,,31
3155,1,31
6311,,36
789,3,7
6313,,55
3157,1,7
6315,,19
1579,2,43
6317,,43
3159,1,43
6319,,72
395,4,26
6321,,55
3161,1,55
6323,,55
1581,2,26
6325,,26
3163,1,16
6327,,16
791,3,26
6329,,55
3165,1,26
6331,,16
1583,2,60
6333,,60
3167,1,60
6335,,55
99,6,7
6337,,16
3169,1,16
6339,,16
1585,2,26
6341,,26
3171,1,26
6343,,16
793,3,26
6345,,26
3173,1,26
6347,,9
1587,2,26
6349,,26
3175,1,72
6351,,72
397,4,7
6353,,16
3177,1,16
6355,,16
1589,2,7
6357,,7
3179,1,26
6359,,26
795,3,36
6361,,36
3181,1,36
6363,,26
1591,2,36
6365,,36
3183,1,19
6367,,19
199,5,43
6369,,36
3185,1,7
6371,,7
1593,2,43
6373,,43
3187,1,43
6375,,72
797,3,43
6377,,26
3189,1,43
6379,,26
1595,2,24
6381,,24
3191,1,24
6383,,72
399,4,43
6385,,43
3193,1,9
6387,,9
1597,2,43
6389,,43
3195,1,24
6391,,24
799,3,24
6393,,60
3197,1,24
6395,,43
1599,2,24
6397,,24
3199,1,60
6399,,60
25,8,7
6401,,43
3201,1,60
6403,,60
1601,2,19
6405,,19
3203,1,19
6407,,60
801,3,19
6409,,43
3205,1,19
6411,,14
1603,2,19
6413,,19
3207,1,14
6415,,14
401,4,4
6417,,19
3209,1,24
6419,,24
1605,2,4
6421,,4
3211,1,43
6423,,43
803,3,4
6425,,43
3213,1,4
6427,,24
1607,2,60
6429,,60
3215,1,60
6431,,43
201,5,4
6433,,19
3217,1,24
6435,,24
1609,2,24
6437,,24
3219,1,24
6439,,60
805,3,4
6441,,43
3221,1,4
6443,,24
1611,2,4
6445,,4
3223,1,4
6447,,24
403,4,4
6449,,19
3225,1,19
6451,,19
1613,2,4
6453,,4
3227,1,36
6455,,36
807,3,24
6457,,60
3229,1,24
6459,,24
1615,2,24
6461,,24
3231,1,60
6463,,60
101,6,7
6465,,4
3233,1,60
6467,,60
1617,2,14
6469,,14
3235,1,14
6471,,60
809,3,14
6473,,43
3237,1,14
6475,,14
1619,2,14
6477,,14
3239,1,43
6479,,43
405,4,7
6481,,60
3241,1,60
6483,,60
1621,2,7
6485,,7
3243,1,14
6487,,14
811,3,48
6489,,14
3245,1,48
6491,,60
1623,2,48
6493,,48
3247,1,14
6495,,14
203,5,12
6497,,43
3249,1,48
6499,,48
1625,2,48
6501,,48
3251,1,48
6503,,19
813,3,12
6505,,48
3253,1,12
6507,,14
1627,2,24
6509,,24
3255,1,24
6511,,24
407,4,12
6513,,12
3257,1,14
6515,,14
1629,2,12
6517,,12
3259,1,14
6519,,14
815,3,48
6521,,65
3261,1,48
6523,,72
1631,2,48
6525,,48
3263,1,24
6527,,24
51,7,7
6529,,60
3265,1,48
6531,,48
1633,2,48
6533,,48
3267,1,48
6535,,48
817,3,12
6537,,36
3269,1,12
6539,,60
1635,2,12
6541,,12
3271,1,48
6543,,48
409,4,12
6545,,48
3273,1,48
6547,,48
1637,2,12
6549,,12
3275,1,48
6551,,48
819,3,12
6553,,48
3277,1,12
6555,,14
1639,2,36
6557,,36
3279,1,36
6559,,14
205,5,7
6561,,24
3281,1,24
6563,,24
1641,2,24
6565,,24
3283,1,24
6567,,24
821,3,7
6569,,77
3285,1,7
6571,,19
1643,2,24
6573,,24
3287,1,24
6575,,24
411,4,48
6577,,48
3289,1,48
6579,,48
1645,2,48
6581,,48
3291,1,48
6583,,48
823,3,48
6585,,48
3293,1,48
6587,,60
1647,2,48
6589,,48
3295,1,48
6591,,89
103,6,31
6593,,43
3297,1,43
6595,,43
1649,2,7
6597,,7
3299,1,7
6599,,33
825,3,48
6601,,24
3301,1,48
6603,,12
1651,2,48
6605,,48
3303,1,24
6607,,24
413,4,31
6609,,48
3305,1,14
6611,,14
1653,2,31
6613,,31
3307,1,24
6615,,24
827,3,12
6617,,12
3309,1,12
6619,,48
1655,2,12
6621,,12
3311,1,60
6623,,60
207,5,31
6625,,24
3313,1,31
6627,,31
1657,2,24
6629,,24
3315,1,24
6631,,48
829,3,31
6633,,24
3317,1,31
6635,,24
1659,2,12
6637,,12
3319,1,12
6639,,24
415,4,48
6641,,31
3321,1,36
6643,,36
1661,2,48
6645,,48
3323,1,41
6647,,41
831,3,48
6649,,60
3325,1,48
6651,,12
1663,2,24
6653,,24
3327,1,24
6655,,60
13,9,2
6657,,60
3329,1,31
6659,,31
1665,2,65
6661,,65
3331,1,65
6663,,21
833,3,7
6665,,31
3333,1,7
6667,,65
1667,2,7
6669,,7
3335,1,65
6671,,65
417,4,48
6673,,7
3337,1,21
6675,,21
1669,2,48
6677,,48
3339,1,31
6679,,31
835,3,48
6681,,31
3341,1,48
6683,,31
1671,2,12
6685,,12
3343,1,12
6687,,14
209,5,12
6689,,12
3345,1,48
6691,,48
1673,2,31
6693,,31
3347,1,31
6695,,12
837,3,12
6697,,31
3349,1,12
6699,,48
1675,2,48
6701,,48
3351,1,48
6703,,31
419,4,12
6705,,12
3353,1,12
6707,,12
1677,2,12
6709,,12
3355,1,31
6711,,31
839,3,29
6713,,48
3357,1,29
6715,,48
1679,2,29
6717,,29
3359,1,48
6719,,48
105,6,12
6721,,12
3361,1,12
6723,,12
1681,2,12
6725,,12
3363,1,12
6727,,14
841,3,12
6729,,48
3365,1,12
6731,,12
1683,2,12
6733,,12
3367,1,29
6735,,29
421,4,12
6737,,65
3369,1,65
6739,,65
1685,2,12
6741,,12
3371,1,24
6743,,24
843,3,12
6745,,24
3373,1,12
6747,,65
1687,2,12
6749,,12
3375,1,48
6751,,48
211,5,12
6753,,24
3377,1,9
6755,,9
1689,2,9
6757,,9
3379,1,9
6759,,19
845,3,12
6761,,29
3381,1,12
6763,,9
1691,2,48
6765,,48
3383,1,48
6767,,53
423,4,9
6769,,12
3385,1,65
6771,,65
1693,2,9
6773,,9
3387,1,12
6775,,12
847,3,9
6777,,29
3389,1,9
6779,,29
1695,2,65
6781,,65
3391,1,65
6783,,65
53,7,2
6785,,29
3393,1,12
6787,,12
1697,2,9
6789,,9
3395,1,9
6791,,9
849,3,19
6793,,24
3397,1,19
6795,,9
1699,2,19
6797,,19
3399,1,41
6799,,41
425,4,19
6801,,29
3401,1,29
6803,,29
1701,2,19
6805,,19
3403,1,19
6807,,19
851,3,19
6809,,65
3405,1,19
6811,,31
1703,2,19
6813,,19
3407,1,19
6815,,65
213,5,2
6817,,48
3409,1,48
6819,,48
1705,2,48
6821,,48
3411,1,48
6823,,41
853,3,2
6825,,41
3413,1,2
6827,,65
1707,2,53
6829,,53
3415,1,53
6831,,12
427,4,17
6833,,17
3417,1,17
6835,,17
1709,2,17
6837,,17
3419,1,53
6839,,53
855,3,17
6841,,17
3421,1,17
6843,,48
1711,2,53
6845,,53
3423,1,53
6847,,19
107,6,36
6849,,17
3425,1,17
6851,,17
1713,2,7
6853,,7
3427,1,7
6855,,29
857,3,7
6857,,17
3429,1,7
6859,,19
1715,2,7
6861,,7
3431,1,41
6863,,41
429,4,36
6865,,53
3433,1,53
6867,,53
1717,2,36
6869,,36
3435,1,53
6871,,53
859,3,53
6873,,7
3437,1,53
6875,,29
1719,2,53
6877,,53
3439,1,53
6879,,53
215,5,36
6881,,41
3441,1,36
6883,,36
1721,2,17
6885,,17
3443,1,17
6887,,60
861,3,36
6889,,65
3445,1,36
6891,,53
1723,2,17
6893,,17
3447,1,17
6895,,29
431,4,12
6897,,36
3449,1,53
6899,,53
1725,2,12
6901,,12
3451,1,17
6903,,17
863,3,12
6905,,41
3453,1,12
6907,,41
1727,2,17
6909,,17
3455,1,17
6911,,53
27,8,41
6913,,12
3457,1,12
6915,,12
1729,2,36
6917,,36
3459,1,36
6919,,82
865,3,53
6921,,24
3461,1,53
6923,,29
1731,2,53
6925,,53
3463,1,36
6927,,36
433,4,7
6929,,53
3465,1,53
6931,,53
1733,2,7
6933,,7
3467,1,53
6935,,53
867,3,7
6937,,65
3469,1,7
6939,,29
1735,2,36
6941,,36
3471,1,36
6943,,94
217,5,7
6945,,12
3473,1,36
6947,,36
1737,2,36
6949,,36
3475,1,36
6951,,38
869,3,7
6953,,29
3477,1,7
6955,,53
1739,2,17
6957,,17
3479,1,17
6959,,29
435,4,7
6961,,17
3481,1,17
6963,,17
1741,2,7
6965,,7
3483,1,29
6967,,29
871,3,65
6969,,17
3485,1,65
6971,,17
1743,2,65
6973,,65
3487,1,46
6975,,46
109,6,41
6977,,7
3489,1,29
6979,,29
1745,2,53
6981,,53
3491,1,53
6983,,29
873,3,53
6985,,36
3493,1,53
6987,,53
1747,2,53
6989,,53
3495,1,17
6991,,17
437,4,41
6993,,36
3497,1,36
6995,,36
1749,2,41
6997,,41
3499,1,46
6999,,46
875,3,7
7001,,7
3501,1,7
7003,,53
1751,2,7
7005,,7
3503,1,29
7007,,29
219,5,17
7009,,65
3505,1,17
7011,,17
1753,2,17
7013,,17
3507,1,17
7015,,65
877,3,17
7017,,70
3509,1,17
7019,,12
1755,2,12
7021,,12
3511,1,12
7023,,70
439,4,17
7025,,17
3513,1,17
7027,,17
1757,2,17
7029,,17
3515,1,53
7031,,53
879,3,53
7033,,36
3517,1,53
7035,,36
1759,2,53
7037,,53
3519,1,26
7039,,26
55,7,41
7041,,17
3521,1,36
7043,,36
1761,2,36
7045,,36
3523,1,36
7047,,36
881,3,41
7049,,26
3525,1,41
7051,,17
1763,2,41
7053,,41
3527,1,17
7055,,17
441,4,7
7057,,17
3529,1,17
7059,,17
1765,2,7
7061,,7
3531,1,34
7063,,34
883,3,7
7065,,34
3533,1,7
7067,,17
1767,2,53
7069,,53
3535,1,53
7071,,17
221,5,41
7073,,34
3537,1,7
7075,,7
1769,2,17
7077,,17
3539,1,17
7079,,34
885,3,41
7081,,34
3541,1,41
7083,,17
1771,2,17
7085,,17
3543,1,17
7087,,17
443,4,17
7089,,17
3545,1,17
7091,,17
1773,2,17
7093,,17
3547,1,17
7095,,17
887,3,17
7097,,17
3549,1,17
7099,,17
1775,2,29
7101,,29
3551,1,29
7103,,53
111,6,24
7105,,17
3553,1,17
7107,,17
1777,2,41
7109,,41
3555,1,41
7111,,53
889,3,53
7113,,14
3557,1,53
7115,,17
1779,2,53
7117,,53
3559,1,14
7119,,14
445,4,24
7121,,53
3561,1,14
7123,,14
1781,2,24
7125,,24
3563,1,58
7127,,58
891,3,14
7129,,41
3565,1,14
7131,,70
1783,2,14
7133,,14
3567,1,70
7135,,70
223,5,24
7137,,14
3569,1,24
7139,,24
1785,2,7
7141,,7
3571,1,7
7143,,70
893,3,24
7145,,70
3573,1,24
7147,,34
1787,2,14
7149,,14
3575,1,14
7151,,34
447,4,34
7153,,24
3577,1,24
7155,,24
1789,2,34
7157,,34
3579,1,24
7159,,24
895,3,34
7161,,46
3581,1,34
7163,,17
1791,2,34
7165,,34
3583,1,34
7167,,70
7,10,5
7169,,24
3585,1,24
7171,,24
1793,2,41
7173,,41
3587,1,41
7175,,24
897,3,22
7177,,24
3589,1,22
7179,,41
1795,2,22
7181,,22
3591,1,53
7183,,53
449,4,41
7185,,22
3593,1,7
7187,,7
1797,2,41
7189,,41
3595,1,22
7191,,22
899,3,41
7193,,58
3597,1,41
7195,,41
1799,2,22
7197,,22
3599,1,22
7199,,58
225,5,17
7201,,58
3601,1,41
7203,,41
1801,2,58
7205,,58
3603,1,58
7207,,22
901,3,17
7209,,22
3605,1,17
7211,,41
1803,2,12
7213,,12
3607,1,12
7215,,22
451,4,17
7217,,12
3609,1,12
7219,,12
1805,2,17
7221,,17
3611,1,22
7223,,22
903,3,41
7225,,12
3613,1,41
7227,,46
1807,2,41
7229,,41
3615,1,22
7231,,22
113,6,2
7233,,58
3617,1,58
7235,,58
1809,2,17
7237,,17
3619,1,17
7239,,12
905,3,22
7241,,34
3621,1,22
7243,,17
1811,2,22
7245,,22
3623,1,41
7247,,41
453,4,2
7249,,22
3625,1,22
7251,,22
1813,2,2
7253,,2
3627,1,17
7255,,17
907,3,17
7257,,22
3629,1,17
7259,,58
1815,2,17
7261,,17
3631,1,34
7263,,34
227,5,2
7265,,58
3633,1,22
7267,,22
1817,2,22
7269,,22
3635,1,22
7271,,58
909,3,2
7273,,46
3637,1,2
7275,,46
1819,2,58
7277,,58
3639,1,58
7279,,63
455,4,12
7281,,2
3641,1,41
7283,,41
1821,2,12
7285,,12
3643,1,58
7287,,58
911,3,12
7289,,41
3645,1,12
7291,,58
1823,2,58
7293,,58
3647,1,58
7295,,29
57,7,10
7297,,58
3649,1,12
7299,,12
1825,2,12
7301,,12
3651,1,12
7303,,58
913,3,46
7305,,70
3653,1,46
7307,,12
1827,2,46
7309,,46
3655,1,41
7311,,41
457,4,46
7313,,41
3657,1,41
7315,,41
1829,2,46
7317,,46
3659,1,46
7319,,46
915,3,46
7321,,12
3661,1,46
7323,,58
1831,2,22
7325,,22
3663,1,22
7327,,34
229,5,10
7329,,34
3665,1,12
7331,,12
1833,2,12
7333,,12
3667,1,12
7335,,24
917,3,10
7337,,63
3669,1,10
7339,,70
1835,2,46
7341,,46
3671,1,46
7343,,22
459,4,46
7345,,58
3673,1,58
7347,,58
1837,2,46
7349,,46
3675,1,34
7351,,34
919,3,46
7353,,58
3677,1,46
7355,,34
1839,2,58
7357,,58
3679,1,58
7359,,51
115,6,10
7361,,46
3681,1,46
7363,,46
1841,2,46
7365,,46
3683,1,46
7367,,41
921,3,46
7369,,12
3685,1,46
7371,,12
1843,2,46
7373,,46
3687,1,12
7375,,12
461,4,10
7377,,34
3689,1,34
7379,,34
1845,2,10
7381,,10
3691,1,22
7383,,22
923,3,22
7385,,22
3693,1,22
7387,,22
1847,2,22
7389,,22
3695,1,75
7391,,75
231,5,46
7393,,17
3697,1,10
7395,,10
1849,2,22
7397,,22
3699,1,22
7399,,31
925,3,46
7401,,22
3701,1,46
7403,,70
1851,2,46
7405,,46
3703,1,46
7407,,17
463,4,46
7409,,46
3705,1,58
7411,,58
1853,2,46
7413,,46
3707,1,46
7415,,46
927,3,41
7417,,41
3709,1,41
7419,,22
1855,2,41
7421,,41
3711,1,87
7423,,87
29,8,5
7425,,46
3713,1,22
7427,,22
1857,2,10
7429,,10
3715,1,10
7431,,22
929,3,46
